Date,category,Member_number
06/01/2024,Snacks,M0116
06/01/2024,Household,M0191
06/01/2024,Canned Goods,M0253
06/01/2024,Meat,M0469
06/01/2024,Snacks,M0416
06/01/2024,Beverages,M0471
06/01/2024,Snacks,M0161
06/01/2024,Produce,M0256
06/01/2024,Dairy,M0323
06/01/2024,Bakery,M0128
06/01/2024,Produce,M0018
06/01/2024,Canned Goods,M0281
07/01/2024,Frozen,M0143
07/01/2024,Produce,M0092
07/01/2024,Produce,M0354
07/01/2024,Canned Goods,M0322
07/01/2024,Bakery,M0288
07/01/2024,Bakery,M0215
07/01/2024,Bakery,M0447
07/01/2024,Bakery,M0342
07/01/2024,Meat,M0051
07/01/2024,Produce,M0153
07/01/2024,Canned Goods,M0186
07/01/2024,Beverages,M0063
07/01/2024,Bakery,M0190
07/01/2024,Snacks,M0125
07/01/2024,Bakery,M0150
07/01/2024,Beverages,M0314
07/01/2024,Produce,M0058
07/01/2024,Produce,M0342
07/01/2024,Canned Goods,M0305
07/01/2024,Produce,M0180
07/01/2024,Produce,M0170
07/01/2024,Snacks,M0326
07/01/2024,Produce,M0271
07/01/2024,Household,M0054
08/01/2024,Meat,M0237
08/01/2024,Bakery,M0373
08/01/2024,Frozen,M0385
08/01/2024,Snacks,M0272
08/01/2024,Meat,M0189
08/01/2024,Produce,M0487
08/01/2024,Snacks,M0192
08/01/2024,Canned Goods,M0447
08/01/2024,Produce,M0069
08/01/2024,Produce,M0278
08/01/2024,Frozen,M0349
08/01/2024,Dairy,M0247
08/01/2024,Produce,M0451
08/01/2024,Snacks,M0076
08/01/2024,Snacks,M0154
08/01/2024,Dairy,M0144
08/01/2024,Bakery,M0435
08/01/2024,Produce,M0485
08/01/2024,Produce,M0086
08/01/2024,Snacks,M0185
08/01/2024,Canned Goods,M0285
08/01/2024,Produce,M0462
08/01/2024,Household,M0220
08/01/2024,Snacks,M0069
08/01/2024,Bakery,M0047
08/01/2024,Produce,M0497
08/01/2024,Produce,M0094
09/01/2024,Snacks,M0095
09/01/2024,Produce,M0302
09/01/2024,Snacks,M0386
09/01/2024,Snacks,M0253
09/01/2024,Produce,M0499
09/01/2024,Snacks,M0242
09/01/2024,Snacks,M0035
09/01/2024,Beverages,M0215
09/01/2024,Canned Goods,M0337
09/01/2024,Produce,M0090
09/01/2024,Snacks,M0264
09/01/2024,Canned Goods,M0093
09/01/2024,Snacks,M0410
09/01/2024,Meat,M0458
09/01/2024,Canned Goods,M0090
09/01/2024,Produce,M0418
09/01/2024,Produce,M0115
09/01/2024,Canned Goods,M0105
09/01/2024,Produce,M0391
09/01/2024,Beverages,M0196
09/01/2024,Frozen,M0314
09/01/2024,Beverages,M0114
09/01/2024,Snacks,M0493
09/01/2024,Canned Goods,M0075
09/01/2024,Snacks,M0413
09/01/2024,Beverages,M0376
09/01/2024,Frozen,M0420
09/01/2024,Snacks,M0217
09/01/2024,Frozen,M0277
09/01/2024,Household,M0249
09/01/2024,Produce,M0164
09/01/2024,Produce,M0394
10/01/2024,Beverages,M0144
10/01/2024,Dairy,M0373
10/01/2024,Produce,M0069
10/01/2024,Bakery,M0099
10/01/2024,Beverages,M0396
10/01/2024,Household,M0025
10/01/2024,Beverages,M0436
10/01/2024,Bakery,M0379
10/01/2024,Canned Goods,M0469
10/01/2024,Dairy,M0484
10/01/2024,Bakery,M0053
10/01/2024,Snacks,M0151
10/01/2024,Beverages,M0144
10/01/2024,Snacks,M0057
10/01/2024,Snacks,M0039
10/01/2024,Bakery,M0109
10/01/2024,Produce,M0181
10/01/2024,Produce,M0042
10/01/2024,Frozen,M0186
10/01/2024,Meat,M0423
10/01/2024,Bakery,M0398
10/01/2024,Frozen,M0223
10/01/2024,Canned Goods,M0122
10/01/2024,Snacks,M0133
10/01/2024,Snacks,M0163
11/01/2024,Produce,M0461
11/01/2024,Produce,M0348
11/01/2024,Dairy,M0190
11/01/2024,Beverages,M0191
11/01/2024,Produce,M0369
11/01/2024,Produce,M0409
11/01/2024,Canned Goods,M0312
11/01/2024,Produce,M0417
11/01/2024,Meat,M0422
11/01/2024,Canned Goods,M0117
11/01/2024,Produce,M0134
11/01/2024,Produce,M0058
11/01/2024,Personal Care,M0044
11/01/2024,Snacks,M0173
11/01/2024,Snacks,M0160
11/01/2024,Meat,M0173
11/01/2024,Frozen,M0317
11/01/2024,Personal Care,M0303
11/01/2024,Dairy,M0149
11/01/2024,Snacks,M0080
11/01/2024,Produce,M0374
11/01/2024,Dairy,M0213
11/01/2024,Beverages,M0203
11/01/2024,Snacks,M0252
11/01/2024,Household,M0229
11/01/2024,Produce,M0164
11/01/2024,Snacks,M0227
11/01/2024,Produce,M0147
11/01/2024,Snacks,M0020
11/01/2024,Produce,M0441
11/01/2024,Produce,M0402
11/01/2024,Produce,M0047
11/01/2024,Canned Goods,M0233
11/01/2024,Dairy,M0305
12/01/2024,Canned Goods,M0224
12/01/2024,Beverages,M0239
12/01/2024,Household,M0177
12/01/2024,Produce,M0267
12/01/2024,Bakery,M0341
12/01/2024,Frozen,M0282
12/01/2024,Household,M0063
12/01/2024,Snacks,M0217
12/01/2024,Canned Goods,M0342
12/01/2024,Bakery,M0315
12/01/2024,Produce,M0283
12/01/2024,Snacks,M0177
12/01/2024,Bakery,M0461
12/01/2024,Beverages,M0417
12/01/2024,Produce,M0098
12/01/2024,Personal Care,M0105
12/01/2024,Personal Care,M0099
12/01/2024,Canned Goods,M0385
12/01/2024,Beverages,M0405
12/01/2024,Bakery,M0496
12/01/2024,Meat,M0311
12/01/2024,Canned Goods,M0006
12/01/2024,Produce,M0476
12/01/2024,Household,M0465
12/01/2024,Meat,M0197
12/01/2024,Frozen,M0351
12/01/2024,Dairy,M0133
12/01/2024,Beverages,M0358
12/01/2024,Snacks,M0259
12/01/2024,Frozen,M0437
12/01/2024,Household,M0023
12/01/2024,Produce,M0485
12/01/2024,Produce,M0053
12/01/2024,Snacks,M0165
12/01/2024,Meat,M0202
13/01/2024,Snacks,M0184
13/01/2024,Produce,M0401
13/01/2024,Frozen,M0330
13/01/2024,Beverages,M0273
13/01/2024,Bakery,M0340
13/01/2024,Canned Goods,M0472
13/01/2024,Beverages,M0069
13/01/2024,Bakery,M0034
13/01/2024,Produce,M0262
13/01/2024,Canned Goods,M0053
13/01/2024,Beverages,M0450
13/01/2024,Dairy,M0205
13/01/2024,Beverages,M0126
13/01/2024,Meat,M0235
13/01/2024,Beverages,M0043
13/01/2024,Beverages,M0240
13/01/2024,Household,M0459
13/01/2024,Snacks,M0371
13/01/2024,Produce,M0111
13/01/2024,Produce,M0249
13/01/2024,Dairy,M0151
13/01/2024,Canned Goods,M0183
13/01/2024,Canned Goods,M0336
13/01/2024,Produce,M0095
13/01/2024,Produce,M0459
13/01/2024,Produce,M0374
13/01/2024,Bakery,M0400
13/01/2024,Beverages,M0008
13/01/2024,Snacks,M0388
13/01/2024,Snacks,M0360
13/01/2024,Household,M0388
13/01/2024,Bakery,M0184
13/01/2024,Snacks,M0281
13/01/2024,Dairy,M0195
13/01/2024,Snacks,M0352
13/01/2024,Canned Goods,M0195
13/01/2024,Household,M0155
13/01/2024,Frozen,M0093
13/01/2024,Produce,M0160
14/01/2024,Produce,M0253
14/01/2024,Produce,M0180
14/01/2024,Bakery,M0207
14/01/2024,Produce,M0303
14/01/2024,Produce,M0127
14/01/2024,Produce,M0056
14/01/2024,Snacks,M0214
14/01/2024,Produce,M0014
14/01/2024,Snacks,M0474
14/01/2024,Snacks,M0028
14/01/2024,Canned Goods,M0471
14/01/2024,Produce,M0078
14/01/2024,Meat,M0216
14/01/2024,Canned Goods,M0386
14/01/2024,Produce,M0365
14/01/2024,Household,M0154
14/01/2024,Frozen,M0014
14/01/2024,Produce,M0187
14/01/2024,Bakery,M0312
14/01/2024,Meat,M0371
14/01/2024,Dairy,M0007
15/01/2024,Dairy,M0377
15/01/2024,Produce,M0289
15/01/2024,Household,M0437
15/01/2024,Bakery,M0150
15/01/2024,Snacks,M0277
15/01/2024,Produce,M0198
15/01/2024,Dairy,M0070
15/01/2024,Produce,M0112
15/01/2024,Beverages,M0004
15/01/2024,Meat,M0350
15/01/2024,Produce,M0331
15/01/2024,Beverages,M0446
15/01/2024,Bakery,M0318
15/01/2024,Bakery,M0350
15/01/2024,Snacks,M0095
15/01/2024,Bakery,M0152
15/01/2024,Canned Goods,M0311
15/01/2024,Snacks,M0137
15/01/2024,Beverages,M0247
15/01/2024,Dairy,M0387
15/01/2024,Beverages,M0243
15/01/2024,Beverages,M0031
15/01/2024,Beverages,M0040
15/01/2024,Snacks,M0229
15/01/2024,Bakery,M0036
15/01/2024,Household,M0408
15/01/2024,Beverages,M0223
15/01/2024,Bakery,M0006
15/01/2024,Snacks,M0322
15/01/2024,Bakery,M0468
16/01/2024,Produce,M0094
16/01/2024,Canned Goods,M0095
16/01/2024,Frozen,M0305
16/01/2024,Beverages,M0069
16/01/2024,Beverages,M0318
16/01/2024,Bakery,M0444
16/01/2024,Dairy,M0236
16/01/2024,Produce,M0434
16/01/2024,Bakery,M0334
16/01/2024,Snacks,M0373
16/01/2024,Snacks,M0376
16/01/2024,Bakery,M0459
16/01/2024,Produce,M0137
16/01/2024,Beverages,M0418
16/01/2024,Bakery,M0076
16/01/2024,Beverages,M0483
16/01/2024,Produce,M0035
16/01/2024,Snacks,M0001
16/01/2024,Beverages,M0296
16/01/2024,Produce,M0320
16/01/2024,Bakery,M0406
16/01/2024,Produce,M0060
16/01/2024,Produce,M0320
16/01/2024,Personal Care,M0349
16/01/2024,Bakery,M0328
16/01/2024,Meat,M0267
16/01/2024,Bakery,M0361
16/01/2024,Canned Goods,M0229
16/01/2024,Dairy,M0270
16/01/2024,Beverages,M0316
16/01/2024,Snacks,M0286
16/01/2024,Snacks,M0291
17/01/2024,Canned Goods,M0456
17/01/2024,Beverages,M0042
17/01/2024,Bakery,M0448
17/01/2024,Household,M0500
17/01/2024,Snacks,M0015
17/01/2024,Meat,M0111
17/01/2024,Snacks,M0157
17/01/2024,Snacks,M0289
17/01/2024,Snacks,M0500
17/01/2024,Bakery,M0478
17/01/2024,Dairy,M0231
17/01/2024,Snacks,M0411
17/01/2024,Bakery,M0420
17/01/2024,Household,M0157
17/01/2024,Snacks,M0038
17/01/2024,Beverages,M0441
17/01/2024,Household,M0097
17/01/2024,Canned Goods,M0485
17/01/2024,Produce,M0411
17/01/2024,Frozen,M0439
17/01/2024,Canned Goods,M0289
18/01/2024,Produce,M0316
18/01/2024,Meat,M0171
18/01/2024,Produce,M0460
18/01/2024,Snacks,M0492
18/01/2024,Meat,M0356
18/01/2024,Produce,M0496
18/01/2024,Bakery,M0324
18/01/2024,Dairy,M0133
18/01/2024,Dairy,M0376
18/01/2024,Canned Goods,M0293
18/01/2024,Canned Goods,M0328
18/01/2024,Beverages,M0127
18/01/2024,Bakery,M0106
18/01/2024,Bakery,M0497
18/01/2024,Produce,M0092
18/01/2024,Household,M0287
18/01/2024,Beverages,M0378
18/01/2024,Snacks,M0393
18/01/2024,Snacks,M0051
18/01/2024,Frozen,M0029
18/01/2024,Produce,M0462
18/01/2024,Beverages,M0296
18/01/2024,Snacks,M0297
18/01/2024,Beverages,M0214
18/01/2024,Produce,M0267
19/01/2024,Personal Care,M0455
19/01/2024,Meat,M0337
19/01/2024,Produce,M0084
19/01/2024,Frozen,M0361
19/01/2024,Household,M0177
19/01/2024,Snacks,M0148
19/01/2024,Beverages,M0118
19/01/2024,Snacks,M0342
19/01/2024,Produce,M0476
19/01/2024,Bakery,M0063
19/01/2024,Meat,M0189
19/01/2024,Produce,M0360
19/01/2024,Bakery,M0049
19/01/2024,Snacks,M0327
19/01/2024,Beverages,M0257
19/01/2024,Household,M0224
19/01/2024,Bakery,M0141
19/01/2024,Bakery,M0478
19/01/2024,Dairy,M0215
19/01/2024,Snacks,M0435
19/01/2024,Bakery,M0379
19/01/2024,Snacks,M0440
19/01/2024,Produce,M0211
19/01/2024,Produce,M0318
19/01/2024,Snacks,M0032
19/01/2024,Snacks,M0158
19/01/2024,Household,M0285
19/01/2024,Snacks,M0305
19/01/2024,Beverages,M0429
19/01/2024,Canned Goods,M0477
19/01/2024,Produce,M0286
19/01/2024,Canned Goods,M0144
20/01/2024,Dairy,M0165
20/01/2024,Snacks,M0182
20/01/2024,Beverages,M0469
20/01/2024,Snacks,M0398
20/01/2024,Snacks,M0223
20/01/2024,Beverages,M0311
20/01/2024,Produce,M0432
20/01/2024,Produce,M0466
20/01/2024,Household,M0007
20/01/2024,Frozen,M0330
20/01/2024,Snacks,M0263
20/01/2024,Bakery,M0161
20/01/2024,Canned Goods,M0151
20/01/2024,Snacks,M0085
20/01/2024,Produce,M0147
20/01/2024,Produce,M0112
20/01/2024,Dairy,M0381
20/01/2024,Canned Goods,M0403
20/01/2024,Produce,M0036
20/01/2024,Bakery,M0285
20/01/2024,Bakery,M0188
20/01/2024,Canned Goods,M0082
20/01/2024,Produce,M0002
20/01/2024,Produce,M0385
20/01/2024,Meat,M0303
20/01/2024,Produce,M0197
20/01/2024,Canned Goods,M0404
20/01/2024,Bakery,M0011
20/01/2024,Produce,M0234
20/01/2024,Bakery,M0386
20/01/2024,Dairy,M0195
20/01/2024,Meat,M0471
20/01/2024,Meat,M0119
20/01/2024,Snacks,M0396
21/01/2024,Dairy,M0027
21/01/2024,Snacks,M0313
21/01/2024,Household,M0287
21/01/2024,Produce,M0134
21/01/2024,Personal Care,M0219
21/01/2024,Dairy,M0168
21/01/2024,Produce,M0098
21/01/2024,Beverages,M0268
21/01/2024,Personal Care,M0237
21/01/2024,Snacks,M0309
21/01/2024,Produce,M0455
21/01/2024,Snacks,M0394
21/01/2024,Snacks,M0173
21/01/2024,Dairy,M0401
21/01/2024,Canned Goods,M0410
21/01/2024,Snacks,M0469
21/01/2024,Produce,M0476
21/01/2024,Canned Goods,M0190
21/01/2024,Snacks,M0122
21/01/2024,Produce,M0046
21/01/2024,Household,M0064
21/01/2024,Canned Goods,M0130
21/01/2024,Canned Goods,M0310
21/01/2024,Meat,M0363
21/01/2024,Beverages,M0193
21/01/2024,Meat,M0307
21/01/2024,Snacks,M0181
21/01/2024,Produce,M0292
21/01/2024,Snacks,M0371
21/01/2024,Snacks,M0282
21/01/2024,Dairy,M0029
21/01/2024,Produce,M0149
21/01/2024,Produce,M0267
22/01/2024,Dairy,M0229
22/01/2024,Bakery,M0108
22/01/2024,Beverages,M0172
22/01/2024,Snacks,M0435
22/01/2024,Canned Goods,M0478
22/01/2024,Frozen,M0102
22/01/2024,Dairy,M0354
22/01/2024,Produce,M0012
22/01/2024,Produce,M0275
22/01/2024,Bakery,M0101
22/01/2024,Beverages,M0044
22/01/2024,Produce,M0443
22/01/2024,Snacks,M0305
22/01/2024,Beverages,M0445
22/01/2024,Bakery,M0017
22/01/2024,Dairy,M0330
22/01/2024,Produce,M0057
22/01/2024,Produce,M0311
22/01/2024,Dairy,M0497
22/01/2024,Snacks,M0303
22/01/2024,Canned Goods,M0012
22/01/2024,Snacks,M0318
22/01/2024,Bakery,M0080
22/01/2024,Meat,M0216
23/01/2024,Dairy,M0474
23/01/2024,Dairy,M0183
23/01/2024,Canned Goods,M0471
23/01/2024,Personal Care,M0364
23/01/2024,Household,M0039
23/01/2024,Canned Goods,M0015
23/01/2024,Canned Goods,M0376
23/01/2024,Produce,M0497
23/01/2024,Canned Goods,M0004
23/01/2024,Produce,M0349
23/01/2024,Beverages,M0470
23/01/2024,Personal Care,M0409
23/01/2024,Beverages,M0397
23/01/2024,Snacks,M0210
23/01/2024,Bakery,M0161
23/01/2024,Produce,M0016
23/01/2024,Dairy,M0493
23/01/2024,Produce,M0426
23/01/2024,Produce,M0108
23/01/2024,Snacks,M0382
23/01/2024,Meat,M0450
23/01/2024,Dairy,M0311
23/01/2024,Produce,M0227
23/01/2024,Snacks,M0170
23/01/2024,Beverages,M0034
23/01/2024,Canned Goods,M0414
23/01/2024,Canned Goods,M0251
23/01/2024,Snacks,M0247
23/01/2024,Beverages,M0269
23/01/2024,Snacks,M0141
23/01/2024,Household,M0274
23/01/2024,Beverages,M0416
24/01/2024,Produce,M0243
24/01/2024,Produce,M0493
24/01/2024,Produce,M0366
24/01/2024,Produce,M0330
24/01/2024,Snacks,M0107
24/01/2024,Beverages,M0226
24/01/2024,Bakery,M0313
24/01/2024,Snacks,M0218
24/01/2024,Produce,M0425
24/01/2024,Bakery,M0241
24/01/2024,Beverages,M0259
24/01/2024,Dairy,M0376
24/01/2024,Produce,M0262
24/01/2024,Snacks,M0005
24/01/2024,Bakery,M0261
24/01/2024,Meat,M0054
24/01/2024,Dairy,M0047
24/01/2024,Beverages,M0215
24/01/2024,Bakery,M0177
24/01/2024,Household,M0009
24/01/2024,Produce,M0099
24/01/2024,Produce,M0020
24/01/2024,Snacks,M0378
24/01/2024,Produce,M0241
24/01/2024,Frozen,M0061
24/01/2024,Meat,M0379
24/01/2024,Bakery,M0490
24/01/2024,Beverages,M0419
24/01/2024,Personal Care,M0178
24/01/2024,Household,M0338
24/01/2024,Beverages,M0062
24/01/2024,Household,M0145
24/01/2024,Personal Care,M0216
24/01/2024,Dairy,M0003
24/01/2024,Produce,M0160
24/01/2024,Snacks,M0227
24/01/2024,Meat,M0486
24/01/2024,Bakery,M0269
25/01/2024,Beverages,M0040
25/01/2024,Beverages,M0301
25/01/2024,Produce,M0224
25/01/2024,Household,M0318
25/01/2024,Bakery,M0349
25/01/2024,Produce,M0115
25/01/2024,Household,M0186
25/01/2024,Frozen,M0323
25/01/2024,Household,M0056
25/01/2024,Meat,M0040
25/01/2024,Canned Goods,M0354
25/01/2024,Beverages,M0040
25/01/2024,Produce,M0347
25/01/2024,Snacks,M0461
25/01/2024,Snacks,M0237
25/01/2024,Bakery,M0289
25/01/2024,Dairy,M0262
25/01/2024,Snacks,M0216
25/01/2024,Produce,M0147
25/01/2024,Bakery,M0336
25/01/2024,Canned Goods,M0168
25/01/2024,Produce,M0092
25/01/2024,Meat,M0353
26/01/2024,Bakery,M0467
26/01/2024,Bakery,M0414
26/01/2024,Frozen,M0455
26/01/2024,Produce,M0074
26/01/2024,Canned Goods,M0233
26/01/2024,Produce,M0224
26/01/2024,Household,M0482
26/01/2024,Frozen,M0319
26/01/2024,Snacks,M0412
26/01/2024,Household,M0060
26/01/2024,Produce,M0335
26/01/2024,Meat,M0222
26/01/2024,Bakery,M0037
26/01/2024,Household,M0477
26/01/2024,Produce,M0278
26/01/2024,Beverages,M0196
26/01/2024,Dairy,M0404
26/01/2024,Bakery,M0352
26/01/2024,Produce,M0484
26/01/2024,Produce,M0242
26/01/2024,Bakery,M0324
26/01/2024,Beverages,M0219
26/01/2024,Produce,M0192
26/01/2024,Snacks,M0017
26/01/2024,Produce,M0012
26/01/2024,Meat,M0406
26/01/2024,Produce,M0401
27/01/2024,Canned Goods,M0387
27/01/2024,Produce,M0257
27/01/2024,Household,M0058
27/01/2024,Personal Care,M0380
27/01/2024,Frozen,M0422
27/01/2024,Dairy,M0015
27/01/2024,Produce,M0162
27/01/2024,Dairy,M0445
27/01/2024,Produce,M0163
27/01/2024,Produce,M0320
27/01/2024,Bakery,M0497
27/01/2024,Snacks,M0281
27/01/2024,Dairy,M0280
27/01/2024,Canned Goods,M0012
27/01/2024,Snacks,M0274
27/01/2024,Bakery,M0271
27/01/2024,Personal Care,M0492
27/01/2024,Snacks,M0208
27/01/2024,Snacks,M0027
27/01/2024,Produce,M0072
27/01/2024,Meat,M0060
27/01/2024,Canned Goods,M0430
27/01/2024,Bakery,M0473
27/01/2024,Produce,M0145
27/01/2024,Canned Goods,M0093
27/01/2024,Canned Goods,M0309
27/01/2024,Bakery,M0008
27/01/2024,Frozen,M0079
27/01/2024,Produce,M0027
27/01/2024,Snacks,M0174
27/01/2024,Frozen,M0050
27/01/2024,Snacks,M0500
27/01/2024,Canned Goods,M0199
27/01/2024,Snacks,M0387
27/01/2024,Bakery,M0349
28/01/2024,Frozen,M0032
28/01/2024,Beverages,M0011
28/01/2024,Meat,M0301
28/01/2024,Snacks,M0217
28/01/2024,Produce,M0289
28/01/2024,Produce,M0102
28/01/2024,Canned Goods,M0425
28/01/2024,Snacks,M0392
28/01/2024,Produce,M0267
28/01/2024,Snacks,M0214
28/01/2024,Produce,M0179
28/01/2024,Beverages,M0088
28/01/2024,Bakery,M0041
28/01/2024,Meat,M0401
28/01/2024,Bakery,M0076
28/01/2024,Snacks,M0377
28/01/2024,Produce,M0046
28/01/2024,Produce,M0160
28/01/2024,Snacks,M0463
28/01/2024,Snacks,M0080
28/01/2024,Beverages,M0310
29/01/2024,Beverages,M0388
29/01/2024,Produce,M0390
29/01/2024,Bakery,M0314
29/01/2024,Snacks,M0022
29/01/2024,Produce,M0410
29/01/2024,Bakery,M0383
29/01/2024,Produce,M0003
29/01/2024,Produce,M0127
29/01/2024,Snacks,M0297
29/01/2024,Produce,M0188
29/01/2024,Beverages,M0362
29/01/2024,Canned Goods,M0014
29/01/2024,Meat,M0459
29/01/2024,Produce,M0466
29/01/2024,Produce,M0012
29/01/2024,Produce,M0087
29/01/2024,Canned Goods,M0012
29/01/2024,Canned Goods,M0397
29/01/2024,Produce,M0025
29/01/2024,Frozen,M0301
29/01/2024,Produce,M0243
29/01/2024,Beverages,M0122
29/01/2024,Canned Goods,M0147
29/01/2024,Household,M0055
29/01/2024,Dairy,M0238
29/01/2024,Meat,M0356
29/01/2024,Bakery,M0173
29/01/2024,Meat,M0392
29/01/2024,Produce,M0221
29/01/2024,Household,M0119
30/01/2024,Produce,M0295
30/01/2024,Produce,M0426
30/01/2024,Canned Goods,M0243
30/01/2024,Bakery,M0371
30/01/2024,Beverages,M0186
30/01/2024,Snacks,M0246
30/01/2024,Produce,M0125
30/01/2024,Snacks,M0268
30/01/2024,Bakery,M0131
30/01/2024,Snacks,M0237
30/01/2024,Produce,M0018
30/01/2024,Meat,M0040
30/01/2024,Produce,M0021
30/01/2024,Frozen,M0399
30/01/2024,Snacks,M0225
30/01/2024,Meat,M0355
30/01/2024,Canned Goods,M0282
30/01/2024,Dairy,M0008
30/01/2024,Dairy,M0100
30/01/2024,Snacks,M0240
30/01/2024,Beverages,M0478
30/01/2024,Snacks,M0087
30/01/2024,Beverages,M0298
30/01/2024,Produce,M0428
30/01/2024,Snacks,M0014
30/01/2024,Beverages,M0334
30/01/2024,Beverages,M0002
30/01/2024,Meat,M0375
31/01/2024,Snacks,M0374
31/01/2024,Produce,M0468
31/01/2024,Snacks,M0284
31/01/2024,Beverages,M0121
31/01/2024,Beverages,M0107
31/01/2024,Canned Goods,M0421
31/01/2024,Produce,M0175
31/01/2024,Canned Goods,M0485
31/01/2024,Bakery,M0204
31/01/2024,Snacks,M0165
31/01/2024,Meat,M0305
31/01/2024,Produce,M0497
31/01/2024,Beverages,M0120
31/01/2024,Beverages,M0044
31/01/2024,Snacks,M0312
31/01/2024,Bakery,M0156
31/01/2024,Bakery,M0367
31/01/2024,Household,M0207
31/01/2024,Snacks,M0390
31/01/2024,Bakery,M0108
31/01/2024,Snacks,M0251
31/01/2024,Canned Goods,M0445
